strategy,timeframe,rank,total_trades,win_rate,profit_factor,expectancy,max_drawdown,gross_pnl,net_pnl,lookback,rsi_threshold,distance_from_ema20,volume_ratio,bb_std_multiplier,take_profit_pct,stop_loss_pct,max_holding_candles,min_quality_score,min_body_to_range,min_close_location,min_range_expansion,min_atr_expansion,min_ema20_slope_pct,min_ema_alignment_strength,min_breakout_distance_pct
donchian_breakout,15m,89,1363,0.4145267791636097,0.765258634729046,-0.08905739906299871,125.6818925768137,-12.3501749928644,-121.38523492286724,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,90,1372,0.4139941690962099,0.7647392864662156,-0.08945286904245234,126.46132404502563,-12.97452613669929,-122.7293363262446,3,,,0.4,,0.012,0.008,24,2,0.4,0.85,1.25,0.9,0.0,0.0,0.0005
donchian_breakout,15m,91,1261,0.41316415543219664,0.7639721532613987,-0.09040757073228413,117.31892340584322,-13.129198372759399,-114.00394669341028,3,,,0.4,,0.012,0.008,24,4,0.6,0.7,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,92,1371,0.41429613420860684,0.7634449407573071,-0.08980803860468167,126.8373309555945,-13.452201807741682,-123.12682092701857,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,93,1323,0.41345427059712775,0.7633756308613064,-0.09018719347666708,122.27643939138981,-13.483050189706436,-119.31765696963055,3,,,0.4,,0.012,0.008,24,3,0.6,0.7,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,94,1370,0.4145985401459854,0.7631511414656724,-0.08996382134390503,127.54709289509628,-13.655897600189968,-123.25043524114989,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,95,1349,0.41660489251297256,0.7630843524335589,-0.09008931836514618,124.48927289634148,-13.615936849321939,-121.5304904745822,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.25,0.9,0.0,0.0,0.0005
donchian_breakout,15m,96,1342,0.4150521609538003,0.7630117188295276,-0.08988703140383769,123.58717856570942,-13.273705626200675,-120.62839614395018,3,,,0.4,,0.012,0.008,24,3,0.4,0.85,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,97,1366,0.4128843338213763,0.7628212382774847,-0.09014027373654405,126.84079704624106,-13.857156786833928,-123.13161392411918,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.25,1.0,0.0,0.0,0.0
donchian_breakout,15m,98,1373,0.41369264384559357,0.7624383625464884,-0.09037779418727418,127.79922144770337,-14.254413184401216,-124.08871141912745,3,,,0.4,,0.012,0.008,24,2,0.6,0.7,1.25,0.9,0.0,0.0,0.0005
donchian_breakout,15m,99,1273,0.4124116260801257,0.7623204413157564,-0.09109291344135453,118.39523831214905,-14.126929582677404,-115.96127881084432,3,,,0.4,,0.012,0.008,24,4,0.4,0.7,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,100,1321,0.41635124905374715,0.7622876657950055,-0.09074943521706694,123.12759463944795,-14.205686196223931,-119.88000392174543,3,,,0.4,,0.012,0.008,24,3,0.4,0.85,1.25,1.0,0.0,0.0,0.0005
donchian_breakout,15m,101,1375,0.41309090909090906,0.7621579218669583,-0.09048273689377823,128.1457509477261,-14.419531041361617,-124.41376322894506,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.0,1.0,0.0,0.0,0.0005
donchian_breakout,15m,102,1371,0.4135667396061269,0.761988407093374,-0.09057940162461257,127.89354274946571,-14.51016369282098,-124.18435962734384,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.25,0.9,0.0,0.0,0.0
donchian_breakout,15m,103,1354,0.4150664697193501,0.7619881571488534,-0.0904377831906604,125.41154086191344,-14.138413805676457,-122.45275844015417,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,104,1377,0.41249092229484385,0.7613802233403746,-0.09084386315087191,128.82398727753164,-14.937974748650083,-125.09199955875062,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.0,0.9,0.0,0.0,0.0005
donchian_breakout,15m,105,1339,0.41598207617625094,0.7613688078260371,-0.0909542759155712,124.7465578727091,-14.673644908913419,-121.78777545094984,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.25,1.0,0.0,0.0,0.0005
donchian_breakout,15m,106,1373,0.415877640203933,0.7611722473871629,-0.09098961903815864,127.88282322460545,-15.094784853333147,-124.9287469393918,3,,,0.4,,0.012,0.008,24,2,0.6,0.85,1.25,1.0,0.0,0.0,0.0
donchian_breakout,15m,107,1371,0.412837345003647,0.761137431265825,-0.09086430967600892,128.7205421262084,-14.900928937383187,-124.57496856580822,3,,,0.4,,0.012,0.008,24,3,0.4,0.7,1.0,1.0,0.0,0.0,0.0
donchian_breakout,15m,108,1376,0.4127906976744186,0.7610557050904241,-0.09107233625414894,129.04752240448994,-15.241631338244245,-125.31553468570894,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.25,0.9,0.0,0.0,0.0005
donchian_breakout,15m,109,1374,0.413391557496361,0.7608419330236192,-0.09120708281919059,129.05051951234887,-15.404693671036288,-125.31853179356786,3,,,0.4,,0.012,0.008,24,2,0.4,0.7,1.25,1.0,0.0,0.0,0.0005
